Id,Name,Affiliation
1163584,David M. Smith,West Virginia University
1164430,Christian Blum,University of Twente
1165113,Timothy E. Lindquist,"Department of Engineering, Arizona State University"
1170024,Stephen R. Forrest,
1169781,Wolfgang J. Paul,Universität des Saarlandes
1172097,Miguel A. Patricio,Universidad Carlos III de Madrid
1175652,Daniel Z. Freedman,Massachusetts Institute of Technology
1176739,David S. Wise,Indiana University
1177866,C. Jill Harrison,University of Cambridge
1178965,Robert M. Wald,University of Chicago
1179583,Jean-Pierre Hubaux,École Polytechnique Fédérale de Lausanne
1181088,Byonghyo Shim,Korea University
1182044,I. R. Tomalin,
1183372,Avi Wigderson,Institute for Advanced Study
1185539,Woon-Seng Gan,Nanyang Technological University
1185552,Roberto Tamassia,Brown University
1186885,Ibrahim Kamel,
1189225,Thomas Thuem,"University of Magdeburg, Germany"
1195718,John C. Kieffer,University of Minnesota
1200030,David J. Richardson,
1201378,Byeng Dong Youn,Seoul National University
1201750,Karen Linn Bierman,Pennsylvania State University
1204932,Drew Steedly,
1207340,Stelios Kotsios,"National and Kapodistrian University of Athens, Greece"
1208081,Jesus Carretero,
1209871,John Campbell,Harvard University
1209919,Mauro Olivieri,
1210256,Hai-Quan Mao,Johns Hopkins University
1212728,Joachim Rudolph,Saarland University
1213943,Tomas Hokfelt,
1214663,Timothy D. Mount,
1215510,Bing Xie,
1218840,Algirdas Avizienis,University of California Los Angeles
1219647,Sven Van Den Berghe,Centre d'Etude de l'Energie Nucleaire
1220706,Gerard P. Cornuejols,Carnegie Mellon University
1222066,David M. Cutler,
1229247,Charles Kahn,Department of Finance|University of Illinois at Urbana-Champaign
1236801,Tim Harris,Microsoft
1240002,Umesh K. Mishra,University of California Santa Barbara
1241350,John Gregg Lewis,
1242642,Robert Glaser,Wadsworth Center
1242769,C. G. M. Brum,Arecibo Observatory
1245191,Jim Gray,Microsoft Research
1247609,Yuri S. Kivshar,Australian National University
1258125,Andrei S. Rapinchuk,
1262370,Yoshikiyo Kato,National Institute of Information and Communications
1263017,Jerome Lang,Université Paris 9 Dauphine
1266219,Charles C. Brown,University of Michigan
1267374,James M. Keller,
1269517,Marc Eliot Davis,Invention Arts
1271732,Dubravko I. Babic,
1273711,Stephen J. Lippard,Massachusetts Institute of Technology
1277437,Hwai-Jong Cheng,University of California Davis
1277995,Gen Hua Yue,"Temasek Life Sciences Laboratory, National University of Singapore"
1279202,Robert H. Perry,
1280260,Everald E. Mills,Seattle University
1280287,Norbert Wehn,Technical University of Kaiserslautern
1282694,Russell C. Muchow,
1283895,Naohiro Ishii,
1285890,Ezequiel Echer,Instituto Nacional de Pesquisas Espaciais
1287869,Xiaotao Wu,Avaya
1288714,William J. Evans,Lawrence Livermore National Laboratory
1291033,Julin N. Maloof,University of California Davis
1291174,John L. Volakis,
1294297,Luca Giannessi,
1295742,Marek Karpinski,Rheinische Friedrich Wilhelms Universität Bonn
1295930,Dirk Janssens,
1296586,Robin Wilson,
1297756,Marc Badia-Miro,Universitat de Barcelona
1298998,Joan M. Ogden,University of California Davis
1299184,Isaac L. Chuang,Massachusetts Institute of Technology
1301014,Norbert Wiener,Massachusetts Institute of Technology
1302583,Uday B. Pal,Boston University
1303165,Wendell A. Lim,University of California San Francisco
1303266,Jeong Min Lee,Seoul National University
1304140,Asher Wolinsky,Northwestern University
1310642,Oded Schramm,Microsoft
1311217,Tomas Hokfelt,Karolinska Institute
1311754,Kave Salamatian,University of Savoy
1313052,Sumit Ganguly,
1314331,Richard E. Dickerson,University of California Los Angeles
1317226,Thomas R. Shrout,Pennsylvania State University
1318151,Gul N. Khan,Ryerson University
1320583,Roger Craig,University of Massachusetts Medical School
1323367,Joseph A. Shaw,Montana State University
1325068,Tapan Kumar Sarkar,
1327336,Robert Costanza,Australian National University
1331267,Yi-Zeng Liang,
1332804,Pradeep K. Atrey,
1335327,Robert L. Byer,Stanford University
1338078,Matthew Reid,
1338158,Masahiro Hamasaki,
1338288,Simon Harper,University of Manchester
1341104,Brian David Fisher,Simon Fraser University
1341819,Christian Bird,Microsoft
1343239,Hans-Peter Klenk,Technische Universität Darmstadt
1344239,Mario Gerla,
1344532,Liangliang Cao,IBM T. J. Watson Research Center
1345073,Herman Lam,University of Florida
1346505,Didier Maquin,
1350095,Henry T. Lynch,
1350171,Ronald P. Lepping,
1351471,Thomas Kistler,
1354543,John P. Burrows,Universität Bremen
1355216,Eric Michielssen,
1355997,Dorian Goldfeld,Columbia University
1356581,Jerry J. Warsh,University of Toronto
1359718,Frank Van Lingen,
1359991,Hao Yu,Nanyang Technological University
1365751,Fernando Pardo-Manuel de Villena,University of North Carolina Chapel Hill
1366386,Luis Manuel Borges Gouveia,Universidade Fernando Pessoa
1366418,Xiaokang Yang,
1369071,David Mumford,Brown University
1369861,Diana. Laurillard,Institute of Education University of London
1374545,Richard Szeliski,Microsoft
1374798,Adam Rifkin,
1377056,John M. Opitz,
1378814,Mahmut Kandemir,Pennsylvania State University
1382809,James E. Tomayko,
1385099,Andreas Ruf,
1387790,Stefania Leone,ETH Zurich
1388346,Alejandro Calderon Mateos,Universidad Carlos III de Madrid
1391714,Dieter R. Zimmermann,UniversitätsSpital Zürich
1393413,Yuta Tsuboi,IBM
1398190,Kathryn McKinley,University of Texas Austin
1399419,Simon Field,
1399921,Werner Grosch,
1400239,Herbert W. Franke,"International Business Machines Corporation, Armonk, NY"
1403684,Mel Levy,Tulane University
1404253,Zhao Zhang,University of Chicago
1406498,Tony S. Wirjanto,
1408707,Daniel L. McFadden,
1411385,Rajive Bagrodia,University of California Los Angeles
1413029,Susan P. McGorray,University of Florida
1414107,GuangCan Guo,
1414872,Steven J. Stuart,Clemson University
1416611,Philip Buonadonna,
1420426,David E. Culler,University of California Berkeley
1420711,Philip R. Lane,University of Dublin Trinity College
1422113,Clement Wing Hong Lam,Concordia University
1423262,Premkumar T. Devanbu,University of California Davis
1423399,Olivier Hudry,
1425614,Robert H. Dodds Jr.,University of Illinois Urbana Champaign
1426976,R. Lawrence Edwards,
1428448,Dennis P. Lettenmaier,University of Washington
1430454,Ben Clifford,
1430708,John J. P. Kastelein,
1433715,Alexander S. Szalay,
1434823,Marvin M. Theimer,Microsoft
1435563,James R. Hellums,
1436965,Gregory R. D. Evans,University of California Irvine
1437642,Chengshu Wang,Chinese Academy of Sciences
1437821,Evaldas E. Tornau,Semiconductors physic institut of Vilnius
1439281,Wen Gao,Peking University
1439282,David Russell Luke,
1441015,Stan Swiercz,Concordia University
1442532,Jacob A. Moulijn,
1443623,Harry K. Genant,
1445178,Takis Sakkalis,
1445401,Joel E. Kleinman,National Institutes of Health
1446029,Giancarlo Corsetti,European University Institute
1447248,Tamara V. Feldblyum,Institute for Genomic Research|Center of Marine Biotechnology
1453199,Marc B. Schenker,
1454469,Claudia H. Kawas,University of California Irvine
1455174,Mauricio Contreras,
1456473,Gilles Saint-Paul,Institut Zur Zukunft der Arbeit
1456512,Adam G. Jones,Texas A&M University
1458149,Chuan-yi Tu,Peking University
1461556,Jian Li,Concordia University
1461710,Liam Murphy,National University of Ireland
1465491,Steven B. Bibyk,Ohio State University
1466347,David Robson,Florida State University
1466815,Debbie A. Lawlor,University of Bristol
1467732,Christian Blum,Universitat Politècnica de Catalunya
1467800,Hrvoje Tkalcic,
1469673,Abdulmotaleb El Saddik,University of Ottawa
1472006,Gary T. Horowitz,University of California Santa Barbara
1474048,William M. Wells,Massachusetts Institute of Technology
1477400,Wolfram Burgard,University of Freiburg
1478525,Antonio Berlanga,Universidad Carlos III de Madrid
1479227,Ray L. Frost,
1479907,Igor Rivin,
1481003,Qing Zhao,UC Davis
1482259,Vikram V. Mistry,South Dakota State University
1483659,George H. Chan,
1484792,Ioannis Ntzoufras,
1485880,Stefan M. Spanier,
1486040,George M. Whitesides,Harvard University
1487454,Gonzalo Pajares,
1489943,Michael J. Owen,Cardiff University
1491002,Morton H. Friedman,Duke University
1494106,Michael H. Gelb,University of Washington
1496640,Paul Thompson,University of California Los Angeles
1496779,Robert P. Lin,
1500742,Charles Manski,Northwestern University
1505984,Lawrence E. Larson,
1506666,Silvina Matysiak,University of Maryland
1509920,James F. Kurose,University of Massachusetts
1511833,Wei J. Chen,National Taiwan University
1512946,Nicola Ueffing,
1513117,Mark P. Mattson,
1513955,Vijay Varadharajan,
1514450,Kamil Iskra,
1516414,Butler W. Lampson,Microsoft
1520123,Jacob Mey,
1522386,Nitin Vaidya,University of Illinois Urbana Champaign
1522591,John A. Pople,Northwestern University
1529415,Jurgen T Rehm,University of Toronto
1530869,Aster Wardhani,
1532191,Wei Di,
1532204,Yu-ming Zhou,Nanjing University
1536740,Francis J. Bova,University of Florida
1540296,Trevor Ward,St Josephs College
1540778,WILLIAM W. PFAFF,
1541793,Koh Hosoda,Osaka University
1548904,YangQuan Chen,Utah State University
1549328,Andreas Prinz,University of Agder
1549843,Xiaoyong Du,Renmin University of China
1550537,Lei He,University of California Los Angeles
1556533,Hans S. Keirstead,
1560065,Lexing Ying,
1560453,Gerald Brown,
1563354,Yunhao Liu,Hong Kong University of Science & Technology
1564489,Agust Guðmundsson,
1567716,Kai Yu,Beihang University (Beijing University of Aeronautics and Astronautics)
1569570,Rynson W. H. Lau,City University of Hong Kong
1571913,Stefano Galli,
1574753,Jean-luc Hainaut,
1574920,John M. Buatti,University of Iowa
1579258,Martin Buss,Technische Universität München
1582138,Richard E. Korf,
1583144,Peter Butkovic,
1584405,Pete Lunn,Economic and Social Research Institute Ireland
1587517,W. Richard McCombie,Cold Spring Harbor Laboratory
1589945,BRIAN DOLAN,University of California Los Angeles
1593684,Ege Engin,
1593716,Eduardo M. R. A. Engel,Yale University
1594615,Mubarak Shah,University of Central Florida
1594970,Rassoul Dinarvand,Tehran University of Medical Sciences
1596061,Scott D. Fleming,Univeristy of Memphis
1596152,Roberto Pini,Consiglio Nazionale delle Ricerche - Istituto per lo Studio degli Ecosistemi
1601950,Norbert Luttenberger,
1603126,Jonathan Eisen,University of California Davis
1603952,Jason D. Lawrence,University of Virginia
1607874,Jose Luiz Fiadeiro,Royal Holloway University of London
1610368,Divyakant Agrawal,University of California Santa Barbara
1610979,Xian Zhang,National University of Singapore
1611739,James Andrew Bagnell,Carnegie Mellon University
1611750,Motaz Ahmad El-saban,
1615146,Ivan Lehraus,
1615389,Ioannis Deliyannis,"Ionian University, Department of Audio and Visual Arts"
1617431,Farokh Hodjat Kashani,College of Electrical Engineering|University of Science and Technology
1618163,Anil Madhavapeddy,
1620058,Abdol-hossein Esfahanian,Michigan State University
1622341,Vincenzo Liberatore,
1622395,Herbert Praehofer,Johannes Kepler Universität Linz
1623933,Mike Gruntman,University of Southern California
1624095,Jiri Matousek,
1624341,Ian A. Pratt,University of Cambridge
1625390,Colin W. Taylor,University of Cambridge
1627842,Khaled Fazel,
1629511,Arie Bodek,
1636511,George Miller,Altarum Institute
1637921,Helmut Neukirchen,
1642215,Christos Papadimitriou,University of California Berkeley
1644118,Robert Williamson,Australian National University
1645379,Monica Goigel Turner,University of Wisconsin Madison
1646544,David Evans,University of Virginia
1646821,Ihab F. Ilyas,University of Waterloo
1646995,Ralph J. Faudree,University of Memphis
1647941,Tomas Paus,University of Nottingham
1648084,Henry C. Foley,Pennsylvania State University
1655493,Emmanuel Adam,
1657526,G. Allan Johnson,Center for In Vivo Microscopy|Department of Radiology|Duke University Medical Center
1667756,John Douglas Wilson,
1670367,Daniel T. Schuh,
1670660,Asim Smailagic,
1670971,Yi Qian,Tsinghua University China
1671537,Gillian R. Knapp,Princeton University
1674329,Darrell Long,University of California Santa Cruz
1677019,Greg Eisenhauer,Georgia Institute of Technology
1680026,Stephane Pigeon,
1682088,JULIO D. ROSSI,Universidad de Buenos Aires
1685851,Robert J. Hamers,University of Wisconsin Madison
1688458,Matthew S. Collins,
1688847,Paul Erdos,
1690423,Sergei M Nikol'skii,King's College London
1690542,Yong Zhang,
1690850,Athanasios K. Tsakalidis,
1692422,Koreaki Ito,Kyoto University
1694012,K.-C. Xie,
1701077,Robin W. Boadway,
1702977,Anders S. Kristensen,
1703587,Clara Zordan,
1705572,Pierre Blazevic,
1706741,Marco A. Marini,Università degli Studi di Roma La Sapienza
1708450,Vladas Pipiras,
1713154,Andre Nel,Muséum National d'Histoire Naturelle
1713431,Tohru Mogami,NEC
1714214,Elaine Fuchs,
1715226,Ken Kennedy,Rice University
1729199,Jacques Siroux,
1729869,Peter Grogono,Concordia University
1730810,Philip R. Schauer,Cleveland Clinic
1731154,Alex Ho,University of Cambridge
1733211,Antonio Ruiz-Cortes,Universidad de Sevilla
1736261,Michael S. Shur,
1739353,Dick B. Simmons,
1741499,Arvind Krishnamurthy,University of Washington
1746687,Asad A. Abidi,University of California Los Angeles
1747270,Trevor J. Hastie,
1748680,David J. Hunter,
1748775,Marc Langheinrich,Università della Svizzera Italiana
1755454,Valentin Fuster,Mount Sinai Medical Center & School of Medicine
1755873,Elizabeth T. Powers,University of Illinois Urbana Champaign
1759220,Anthony G. Cohn,University of Leeds
1760638,Gabriel P. Lopez,Duke University
1760914,Paul Knochel,
1762095,Valerie S. Harder,University of Vermont
1763475,Miguel Angel Sotelo Vazquez,
1767789,Sebastian Thrun,Stanford University
1771605,Manuel Ortega Cantero,Universidad de Castilla la Mancha
1774027,George W. Scherer,Princeton University
1776646,Janos Kornai,Harvard University
1777619,James H.-C. Wang,
1778584,Ian T. Foster,Argonne National Laboratory
1780471,John McCarthy,Stanford University
1783502,Mark S. Humayun,University of Southern California
1783556,Alexander S. Szalay,Johns Hopkins University
1784476,Balaji Vaidyanathan,
1787490,Rolf Neugebauer,University of Glasgow
1791927,Jung-hsien Chiang,National Cheng Kung University
1792365,Moshe Oren,Weizmann Institute of Science
1792478,Shawn A. Bohner,Virginia Polytechnic Institute and State University
1794077,David C. Bruce,
1795404,Donna L. Carden,University of Florida
1798208,Janice K. Kiecolt-Glaser,
1799491,Jian Li,University of Florida
1800963,Anabela Jesus Gomes,
1801386,Sergio Albeverio,Rheinische Friedrich Wilhelms Universität Bonn
1805079,Michael Orshansky,University of Texas Austin
1812398,Michael R. Gribskov,
1815703,Georgios Ch. Sirakoulis,Demokritos University of Thrace
1816526,Joseph Y. Halpern,Cornell University
1818957,Huw C. Davies,Swiss Federal Institute of Technology Zurich
1820121,James Andreoni,University of California San Diego
1820309,Lucio Marcenaro,
1821768,James S. Jones,
1825451,Kai Yu,Royal Institute of Technology
1828620,Trevor W. Robbins,
1829743,Paul Barham,Microsoft
1835034,Adam L. Young,
1835342,Laurence H. Pearl,
1835715,Hugh R. Beyer,"InContext Enterprises, Inc., 249 Ayer Rd., Suite 301, Harvard, MA"
1836390,George Gruner,University of California Los Angeles
1837940,Marc Reimann,
1841483,Soumen Chakrabarti,
1842582,Bojan Novakovic,"Department of Astronomy, Faculty of Mathematics, University of Belgrade"
1843331,Angela Wu,American University Washington DC
1845950,J. van der Elsken,IBM
1847144,Michael J. Krasnicki,
1848480,Elaine Chew,University of Southern California
1849795,Ray L. Frost,
1854798,Takatoshi Ito,Tohoku University
1856807,Thomas M. Antonsen,University of Maryland
1857848,Cecil C. Rousseau,University of Memphis
1858752,C.-C. Jay Kuo,
1860265,James Markusen,
1860947,Mo Li,Nanyang Technological University
1861538,Shlomo Moran,Technion Israel Institute of Technology
1864855,Carolyn B. Knobler,University of California Los Angeles
1865153,Johan Boye,
1865214,Guido Di Blasio,
1866416,Paul O. Wennberg,
1866663,Urs Fischbacher,Universität Konstanz
1867688,Dennis Shasha,New York University
1875464,Ashoke Sen,Chandra Research Institute
1878795,Tony Lindeberg,Royal Institute of Technology
1880655,Ziming Li,Academy of Mathematics and System Sciences CAS
1881980,Barry Simon,California Institute of Technology
1886437,Makoto Kimura,
1887570,Lawrence Rauchwerger,
1890502,Leonid Hurwicz,
1894790,John Maynard Keynes,Cambridge University
1900326,Joel Slemrod,
1906366,Edsger Wybe Dijkstra,Eindhoven University of Technology
1907411,Li-Tzy Wu,
1910369,Susanne Hoeber Rudolph,
1911158,Jan Marco Leimeister,University of Kassel
1911475,Jonathan Gruber,Massachusetts Institute of Technology
1915420,Michael P. Richards,
1915908,Murray Campbell,University of Edinburgh
1915953,Konstantina Papagiannaki,Telefónica de España
1918894,Douglas W. Oard,
1921475,Alonzo Church,Princeton University
1921844,Friedhelm Meyer Auf Der Heide,University of Paderborn
1922234,Andrew W. Robertson,Columbia University
1925401,Jun Du,Microsoft
1925722,Mark Rosenzweig,Yale University
1930098,Gilles Benichou,Harvard University
1936227,Warren E. Pickett,
1936570,John M. Opitz,University of Utah
1938396,Duncan Carlsmith,
1939098,Massoud Pedram,University of Southern California
1946639,Gary King,Harvard University
1947676,Daoxian Yuan,Southwest University
1948881,Giovanni Di Crescenzo,
1949362,Jeffrey J. McDonnell,
1952867,Jeffrey Frankel,Harvard University
1955481,Heinz Jurgen Burkhardt,"Institut fur Informatik , University of Freiburg"
1956968,Kondo Hloindo Adjallah,École Nationale d'Ingénieurs de Metz
1961247,Farnam Jahanian,University of Michigan
1964138,David E. Duarte,
1971386,Janos Sztipanovits,Vanderbilt University
1973582,John Van Reenen,London School of Economics and Political Science
1974056,W. John Albery,Imperial College London
1975800,Richard M. Caprioli,Vanderbilt University
1981866,Murray J. Elder,
1983433,Robert Plonsey,Duke University
1984872,Hideki Tsuiki,
1990842,Cameron Rink,The Ohio State University Medical Center
1991520,Erik Larsson,Linköping University
1992518,Kirsten Seestern Christoffersen,University of Copenhagen
1993274,Steffen Becker,
1993491,Gerald Schubert,
1995224,Steffen Sammet,University of Chicago Medical Center
1996306,Michael S. Strano,Massachusetts Institute of Technology
2002249,Wim Naude,Maastricht University
2002584,Takayuki Nakamura,Wakayama University
2008976,Paulo Teixeira,Instituto Politécnico do Cavado e do Ave
2009362,Donald M. Bers,University of California Davis
2009954,Paul D. Gader,
2011342,Eugene J. Shekita,
2011997,Otfried Cheong,Korea Advanced Institute of Science & Technology
2015793,Mangalathayil Ali Abdu,Instituto Nacional de Pesquisas Espaciais
2015873,Sani R. Nassif,
2018731,Oscar H. Ibarra,
2022611,Sang Lyul Min,Seoul National University
2025337,Anthony L. Spek,Utrecht University
2028293,Matthew O. Jackson,Stanford University
2028700,Michael Franz,University of California Irvine
2030085,Hans W. Paerl,Institute of Marine Sciences|University of North Carolina at Chapel Hill
2030427,Gordon H. Hanson,
2031135,Charles I. Jones,Stanford University
2034344,Padhraic Smyth,University of California Irvine
2036712,Vladimir Igorevich Arnold,Russian Academy of Sciences
2042225,Peter F. Drucker,Claremont Graduate University
2043427,Luis Miguel Silveira,University of Lisbon
2045384,David L. Hull,Northwestern University
2047722,Lei Dai,Shanghai Jiao Tong University
2057013,Donald P. Schneider,
2059966,Dylan Grey Fischer,Evergreen State College
2061203,Aleksandar Branislav Dekanski,"University of Belgrade, Institute of Chemistry, Technology and Metallurgy"
2061607,Mohammad Azadi,Sharif University of Technology
2061897,Julie Thorpe,University of Ontario Institute of Technology
2062281,Rosa E. Blanco,Universidad de Puerto Rico
2064825,Chi-Huang Chen,National Taiwan University
2066441,Zeng-Fu Xu,
2071322,Cecilia Clementi,Rice University
2074708,Takahiro Katagiri,University of Tokyo
2076225,Ivan Buzurovic,Thomas Jefferson University
2080150,Austan Goolsbee,University of Chicago
2081759,Sinisa Todorovic,
2082419,Claudio Nicolini,
2082748,Rastko Zivanovic,
2087161,Nils Jensen,
2088619,Periklis Petropoulos,University of Southampton
2090808,Franck Multon,
2098419,Jerrold E. Marsden,California Institute of Technology
2100431,Abraham Silberschatz,Yale University
2100870,Christos Faloutsos,Carnegie Mellon University
2101074,Peter Christian Brugger,Medizinische Universität Wien
2101676,Patrizia Azzi,
2102417,J. Ramon Gil-Garcia,Centro de Investigación y Docencia Económicas
2102516,Drew Fudenberg,Harvard University
2107854,Bengt Winblad,Karolinska Institute
2109432,Dean R. Hyslop,
2114127,Hagop M. Kantarjian,
2116984,M. Takashima,
2117444,Cheng Huang,Microsoft
2117735,Noshir S. Contractor,
2118786,Andrew Stranieri,
2119278,L. Alan Winters,University of Sussex
2125762,Peter Petrusz,University of North Carolina Chapel Hill
2126458,Ji-hong Kim,"School of Computer Science & Engineering, Seoul National University"
2126616,Kai Yu,University of Cambridge
2126805,Kirk R. Pruhs,University of Pittsburgh
2127854,Maria Jose Castro-Bleda,Universidad Politécnica de Valencia
2129631,THOMAS PECHMANN,
2131176,Philip D. Jones,University of East Anglia
2132361,John W. B. Hershey,University of California Davis
2137764,Stephen A. Brewster,"Glasgow Interactive Systems group, University of Glasgow"
2138632,J. C. Wang,
2141104,Scott T. Dunham,University of Washington
2142972,Christopher A. Cullis,Case Western Reserve University
2151636,Jian Chen,Nanjing University
2152759,Younghyun Kim,Seoul National University
2156504,Allen J. Bard,University of Texas Austin
2159473,Yu. G. Gogotsi,
2162180,Faisal Akkawi,
2163528,David T. Scadden,Harvard University
2163629,Goetz Graefe,Hewlett Packard Labs
2164501,David F. Katz,Duke University
2165711,L. Richard Carley,
2166299,Jeremy Shaffer,
2166863,Zbigniew M Leonowicz,Wroclaw University of Technology
2169706,Raj Mittra,Pennsylvania State University
2170206,Andreas Pluckthun,Universität Zürich
2175665,Raghavan Manmatha,
2177130,David S. Gilmour,Pennsylvania State University
2179563,Simon Peyton-Jones,Microsoft
2179593,Oscar Castillo,
2180696,Rohit Singh,Massachusetts Institute of Technology
2181932,Gregory Butler II,
2182328,Gordon H. Hardy,
2188490,Agostino Dovier,
2188984,Lang Tong,Cornell University
2189205,Jin Chen,
2189701,Klaus Mueller,Stony Brook University
2190865,Sven Rahmann,University of Bielefeld
2199686,Robin J. Wilson,
2200914,Mike Holcombe,University of Sheffield
2206717,T. A. Fuess,
2206832,Caroline Jay,University of Manchester
2208231,Pavel Pudlak,Academy of Sciences of the Czech Republic
2210216,Yinglian Xie,Microsoft
2210421,Marc Erich Latoschik,
2214063,Abhijit K. Choudhury,
2214324,Tobias Kind,
2217117,Nicholas Economides,
2217155,Dirk Ziegenbein,
2217385,Rodney A. Kennedy,
2217892,Ping Kong,
2220644,Masahiro Irie,Rikkyo University Saint Paul's University
2222473,Jon A. Wellner,University of Washington
2224019,Ethan L. Miller,
2229812,Say Kee Ong,Iowa State University
2230688,Andrzej Cichocki,
2232532,Manfred Morari,Swiss Federal Institute of Technology Zurich
2236062,David I. Stern,Australian National University
2240056,Dimitrios Iliopoulos,Harvard University
2241793,Philippe Genoud,DCpartement de Physique de la Matike Condens|Quai Ernest Ansennet
2242833,Akihiro Inokuchi,Osaka University
2244808,Michael G. Crandall,University of California Santa Barbara
2245719,A. Galip Ulsoy,University of Michigan
2245792,Thomas A. Steitz,Yale University
2248649,Tatsuo Itoh,University of California Los Angeles
2255332,Robert Hariman,
2258469,Daniel Bardou,
2258557,Gregory J. Retallack,University of Oregon
2264078,Miguel Mira da Silva,Instituto Superior Técnico
2267959,John D. Roberts,California Institute of Technology
2269160,Hong Wang,Tohoku University
2276495,James F. Reynolds,
2278752,Alessandro De Gloria,
2278836,Markku Kulmala,University of Helsinki
2280142,Jose Maria Llaberia,
2283691,Peter Adam Hoeher,Christian Albrechts Universität zu Kiel
2288904,Kevin E. O'Grady,University of Maryland
